idx;id;sci_name;com_name;class;order
7683;14216;Psitteuteles versicolor;Varied Lorikeet;Aves;Psittaciformes
7684;14218;Psittinus cyanurus;Blue-rumped Parrot;Aves;Psittaciformes
7685;14220;Psittrichas fulgidus;Pesquet's Parrot;Aves;Psittaciformes
7686;14222;Psophia crepitans;Grey-winged Trumpeter;Aves;Gruiformes
7687;14223;Psophia leucoptera;Pale-winged Trumpeter;Aves;Gruiformes
7688;14224;Psophia viridis;Dark-winged Trumpeter;Aves;Gruiformes
7689;14225;Turdus litsitsirupa;Groundscraper Thrush;Aves;Passeriformes
7690;14227;Turdus simensis;Ethiopian Thrush;Aves;Passeriformes
7691;14228;Psophodes cristatus;Chirruping Wedgebill;Aves;Passeriformes
7692;14229;Psophodes nigrogularis;Western Whipbird;Aves;Passeriformes
7693;14231;Psophodes occidentalis;Chiming Wedgebill;Aves;Passeriformes
7694;14232;Psophodes olivaceus;Eastern Whipbird;Aves;Passeriformes
7695;14233;Psophus stridulus;Rattle Grasshopper;Insecta;Orthoptera
7696;14245;Pteridophora alberti;King of Saxony Bird-of-paradise;Aves;Passeriformes
7697;14246;Pternistis adspersus;Red-billed Spurfowl;Aves;Galliformes
7698;14247;Pternistis afer;Red-necked Spurfowl;Aves;Galliformes
7699;14248;Pternistis ahantensis;Ahanta Spurfowl;Aves;Galliformes
7700;14250;Pternistis bicalcaratus;Double-spurred Spurfowl;Aves;Galliformes
7701;14252;Pternistis capensis;Cape Spurfowl;Aves;Galliformes
7702;14253;Pternistis castaneicollis;Chestnut-naped Spurfowl;Aves;Galliformes
7703;14254;Pternistis clappertoni;Clapperton's Spurfowl;Aves;Galliformes
7704;14255;Pternistis erckelii;Erckel's Spurfowl;Aves;Galliformes
7705;14257;Pternistis hartlaubi;Hartlaub's Spurfowl;Aves;Galliformes
7706;14258;Pternistis harwoodi;Harwood's Spurfowl;Aves;Galliformes
7707;14259;Pternistis hildebrandti;Hildebrandt's Spurfowl;Aves;Galliformes
7708;14260;Pternistis icterorhynchus;Heuglin's Spurfowl;Aves;Galliformes
7709;14261;Pternistis jacksoni;Jackson's Spurfowl;Aves;Galliformes
7710;14262;Pternistis leucoscepus;Yellow-necked Spurfowl;Aves;Galliformes
7711;14263;Pternistis natalensis;Natal Spurfowl;Aves;Galliformes
7712;14264;Pternistis nobilis;Handsome Spurfowl;Aves;Galliformes
7713;14267;Pternistis squamatus;Scaly Spurfowl;Aves;Galliformes
7714;14268;Pternistis swainsonii;Swainson's Spurfowl;Aves;Galliformes
7715;14270;Pterocles alchata;Pin-tailed Sandgrouse;Aves;Pteroclidiformes
7716;14271;Pterocles bicinctus;Double-banded Sandgrouse;Aves;Pteroclidiformes
7717;14272;Pterocles burchelli;Burchell's Sandgrouse;Aves;Pteroclidiformes
7718;14273;Pterocles coronatus;Crowned Sandgrouse;Aves;Pteroclidiformes
7719;14274;Pterocles decoratus;Black-faced Sandgrouse;Aves;Pteroclidiformes
7720;14275;Pterocles exustus;Chestnut-bellied Sandgrouse;Aves;Pteroclidiformes
7721;14276;Pterocles gutturalis;Yellow-throated Sandgrouse;Aves;Pteroclidiformes
7722;14277;Pterocles indicus;Painted Sandgrouse;Aves;Pteroclidiformes
7723;14278;Pterocles lichtensteinii;Lichtenstein's Sandgrouse;Aves;Pteroclidiformes
7724;14279;Pterocles namaqua;Namaqua Sandgrouse;Aves;Pteroclidiformes
7725;14280;Pterocles orientalis;Black-bellied Sandgrouse;Aves;Pteroclidiformes
7726;14281;Pterocles personatus;Madagascar Sandgrouse;Aves;Pteroclidiformes
7727;14282;Pterocles quadricinctus;Four-banded Sandgrouse;Aves;Pteroclidiformes
7728;14283;Pterocles senegallus;Spotted Sandgrouse;Aves;Pteroclidiformes
7729;14289;Pterodroma cahow;Bermuda Petrel;Aves;Procellariiformes
7730;14291;Pterodroma cookii;Cook's Petrel;Aves;Procellariiformes
7731;14296;Pterodroma gouldi;Grey-faced Petrel;Aves;Procellariiformes
7732;14298;Pterodroma heraldica;Herald Petrel;Aves;Procellariiformes
7733;14299;Pterodroma hypoleuca;Bonin Petrel;Aves;Procellariiformes
7734;14301;Pterodroma inexpectata;Mottled Petrel;Aves;Procellariiformes
7735;14304;Pterodroma madeira;Zino's Petrel;Aves;Procellariiformes
7736;14305;Pterodroma magentae;Magenta Petrel;Aves;Procellariiformes
7737;14306;Pterodroma mollis;Soft-plumaged Petrel;Aves;Procellariiformes
7738;14307;Pterodroma neglecta;Kermadec Petrel;Aves;Procellariiformes
7739;14308;Pterodroma nigripennis;Black-winged Petrel;Aves;Procellariiformes
7740;14309;Pterodroma phaeopygia;Galapagos Petrel;Aves;Procellariiformes
7741;14311;Pterodroma sandwichensis;Hawaiian Petrel;Aves;Procellariiformes
7742;14314;Pteroglossus aracari;Black-necked Aracari;Aves;Piciformes
7743;14315;Pteroglossus azara;Ivory-billed Aracari;Aves;Piciformes
7744;14316;Pteroglossus bailloni;Saffron Toucanet;Aves;Piciformes
7745;14317;Pteroglossus beauharnaisii;Curl-crested Aracari;Aves;Piciformes
7746;14318;Pteroglossus bitorquatus;Red-necked Aracari;Aves;Piciformes
7747;14319;Pteroglossus castanotis;Chestnut-eared Aracari;Aves;Piciformes
7748;14321;Pteroglossus frantzii;Fiery-billed Aracari;Aves;Piciformes
7749;14322;Pteroglossus inscriptus;Lettered Aracari;Aves;Piciformes
7750;14324;Pteroglossus pluricinctus;Many-banded Aracari;Aves;Piciformes
7751;14326;Pteroglossus torquatus;Collared Aracari;Aves;Piciformes
7752;14327;Pteroglossus viridis;Green Aracari;Aves;Piciformes
7753;14335;Pteronemobius heydenii;Marsh-cricket;Insecta;Orthoptera
7754;14351;Pteronura brasiliensis;Giant Otter;Mammalia;Carnivora
7755;14352;Pterophanes cyanopterus;Great Sapphirewing;Aves;Apodiformes
7756;14353;Pterophylla camellifolia;Common True Katydid;Insecta;Orthoptera
7757;14355;Pteroptochos castaneus;Chestnut-throated Huet-huet;Aves;Passeriformes
7758;14356;Pteroptochos megapodius;Moustached Turca;Aves;Passeriformes
7759;14357;Pteroptochos tarnii;Black-throated Huet-huet;Aves;Passeriformes
7760;14358;Pteropus alecto;Black Flying-fox;Mammalia;Chiroptera
7761;14359;Pteropus conspicillatus;Spectacled Flying-fox;Mammalia;Chiroptera
7762;14360;Pteropus vampyrus;Large Flying-fox;Mammalia;Chiroptera
7763;14364;Pteropus poliocephalus;Grey-headed Flying-fox;Mammalia;Chiroptera
7764;14367;Pteropus scapulatus;Little Red Flying-fox;Mammalia;Chiroptera
7765;14371;Pterorhinus sannio;White-browed Laughingthrush;Aves;Passeriformes
7766;14374;Pteruthius aenobarbus;Trilling Shrike-babbler;Aves;Passeriformes
7767;14375;Pteruthius aeralatus;White-browed Shrike-babbler;Aves;Passeriformes
7768;14377;Pteruthius flaviscapis;Pied Shrike-babbler;Aves;Passeriformes
7769;14378;Pteruthius intermedius;Clicking Shrike-babbler;Aves;Passeriformes
7770;14379;Pteruthius melanotis;Black-eared Shrike-babbler;Aves;Passeriformes
7771;14381;Pteruthius rufiventer;Black-headed Shrike-babbler;Aves;Passeriformes
7772;14382;Pteruthius xanthochlorus;Green Shrike-babbler;Aves;Passeriformes
7773;14384;Ptilinopus alligator;Black-banded Fruit Dove;Aves;Columbiformes
7774;14385;Ptilinopus aurantiifrons;Orange-fronted Fruit Dove;Aves;Columbiformes
7775;14388;Ptilinopus chrysogaster;Raiatea Fruit Dove;Aves;Columbiformes
7776;14389;Ptilinopus cinctus;Banded Fruit Dove;Aves;Columbiformes
7777;14391;Ptilinopus coronulatus;Coroneted Fruit Dove;Aves;Columbiformes
7778;14393;Ptilinopus dupetithouarsii;White-capped Fruit Dove;Aves;Columbiformes
7779;14398;Ptilinopus greyi;Red-bellied Fruit Dove;Aves;Columbiformes
7780;14403;Ptilinopus insolitus;Knob-billed Fruit Dove;Aves;Columbiformes
7781;14405;Ptilinopus iozonus;Orange-bellied Fruit Dove;Aves;Columbiformes
7782;14409;Ptilinopus luteovirens;Golden Dove;Aves;Columbiformes
7783;14410;Megaloprepia magnifica;Wompoo Fruit Dove;Aves;Columbiformes
7784;14413;Ptilinopus melanospilus;Black-naped Fruit Dove;Aves;Columbiformes
7785;14415;Ptilinopus monacha;Blue-capped Fruit Dove;Aves;Columbiformes
7786;14416;Ptilinopus nainus;Dwarf Fruit Dove;Aves;Columbiformes
7787;14419;Ptilinopus pelewensis;Palau Fruit Dove;Aves;Columbiformes
7788;14420;Ptilinopus perlatus;Pink-spotted Fruit Dove;Aves;Columbiformes
7789;14421;Ptilinopus perousii;Many-colored Fruit Dove;Aves;Columbiformes
7790;14422;Ptilinopus ponapensis;Purple-capped Fruit Dove;Aves;Columbiformes
7791;14423;Ptilinopus porphyraceus;Crimson-crowned Fruit Dove;Aves;Columbiformes
7792;14424;Ptilinopus porphyreus;Pink-headed Fruit Dove;Aves;Columbiformes
7793;14425;Ptilinopus pulchellus;Beautiful Fruit Dove;Aves;Columbiformes
7794;14428;Ptilinopus regina;Rose-crowned Fruit Dove;Aves;Columbiformes
7795;14430;Ptilinopus rivoli;White-bibbed Fruit Dove;Aves;Columbiformes
7796;14431;Ptilinopus roseicapilla;Mariana Fruit Dove;Aves;Columbiformes
7797;14432;Ptilinopus solomonensis;Yellow-bibbed Fruit Dove;Aves;Columbiformes
7798;14433;Ptilinopus speciosus;Geelvink Fruit Dove;Aves;Columbiformes
7799;14435;Ptilinopus superbus;Superb Fruit Dove;Aves;Columbiformes
7800;14436;Ptilinopus tannensis;Tanna Fruit Dove;Aves;Columbiformes
7801;14437;Ptilinopus victor;Orange Dove;Aves;Columbiformes
7802;14438;Ptilinopus viridis;Claret-breasted Fruit Dove;Aves;Columbiformes
7803;14440;Ptiliogonys caudatus;Long-tailed Silky-flycatcher;Aves;Passeriformes
7804;14441;Ptiliogonys cinereus;Grey Silky-flycatcher;Aves;Passeriformes
7805;14442;Ptilocichla falcata;Falcated Wren-Babbler;Aves;Passeriformes
7806;14443;Ptilocichla leucogrammica;Bornean Wren-Babbler;Aves;Passeriformes
7807;14444;Ptilocichla mindanensis;Striated Wren-Babbler;Aves;Passeriformes
7808;14445;Ptilonorhynchus violaceus;Satin Bowerbird;Aves;Passeriformes
7809;14446;Ptilopachus nahani;Nahan's Partridge;Aves;Galliformes
7810;14447;Ptilopachus petrosus;Stone Partridge;Aves;Galliformes
7811;14449;Ptiloprora guisei;Rufous-backed Honeyeater;Aves;Passeriformes
7812;14452;Ptiloprora perstriata;Grey-streaked Honeyeater;Aves;Passeriformes
7813;14453;Ptilopsis granti;Southern White-faced Owl;Aves;Strigiformes
7814;14454;Ptilopsis leucotis;Northern White-faced Owl;Aves;Strigiformes
7815;14455;Ptiloris intercedens;Growling Riflebird;Aves;Passeriformes
7816;14456;Ptiloris magnificus;Magnificent Riflebird;Aves;Passeriformes
7817;14457;Ptiloris paradiseus;Paradise Riflebird;Aves;Passeriformes
7818;14458;Ptiloris victoriae;Victoria's Riflebird;Aves;Passeriformes
7819;14459;Ptilorrhoa caerulescens;Blue Jewel-babbler;Aves;Passeriformes
7820;14460;Ptilorrhoa castanonota;Chestnut-backed Jewel-babbler;Aves;Passeriformes
7821;14462;Ptilorrhoa leucosticta;Spotted Jewel-babbler;Aves;Passeriformes
7822;14463;Ptilostomus afer;Piapiac;Aves;Passeriformes
7823;14464;Ptilotula flavescens;Yellow-tinted Honeyeater;Aves;Passeriformes
7824;14465;Ptilotula fusca;Fuscous Honeyeater;Aves;Passeriformes
7825;14466;Ptilotula keartlandi;Grey-headed Honeyeater;Aves;Passeriformes
7826;14467;Ptilotula ornata;Yellow-plumed Honeyeater;Aves;Passeriformes
7827;14468;Ptilotula penicillata;White-plumed Honeyeater;Aves;Passeriformes
7828;14469;Ptilotula plumula;Grey-fronted Honeyeater;Aves;Passeriformes
7829;14471;Ptychadena anchietae;Anchieta's Ridged Frog;Amphibia;Anura
7830;14475;Ptychadena mossambica;Mozambique ridged frog;Amphibia;Anura
7831;14489;Ptychoramphus aleuticus;Cassin's Auklet;Aves;Charadriiformes
7832;14491;Ptyonoprogne concolor;Dusky Crag Martin;Aves;Passeriformes
7833;14492;Ptyonoprogne fuligula;Large Rock Martin;Aves;Passeriformes
7834;14494;Ptyonoprogne rupestris;Eurasian Crag Martin;Aves;Passeriformes
7835;14495;Pucrasia macrolopha;Koklass Pheasant;Aves;Galliformes
7836;14496;Puffinus assimilis;Little Shearwater;Aves;Procellariiformes
7837;14498;Puffinus bailloni;Tropical Shearwater;Aves;Procellariiformes
7838;14499;Puffinus baroli;Barolo Shearwater;Aves;Procellariiformes
7839;14500;Puffinus boydi;Boyd's Shearwater;Aves;Procellariiformes
7840;14501;Puffinus gavia;Fluttering Shearwater;Aves;Procellariiformes
7841;14503;Puffinus lherminieri;Sargasso Shearwater;Aves;Procellariiformes
7842;14504;Puffinus mauretanicus;Balearic Shearwater;Aves;Procellariiformes
7843;14506;Puffinus newelli;Newell's Shearwater;Aves;Procellariiformes
7844;14507;Puffinus opisthomelas;Black-vented Shearwater;Aves;Procellariiformes
7845;14509;Puffinus puffinus;Manx Shearwater;Aves;Procellariiformes
7846;14510;Puffinus subalaris;Galapagos Shearwater;Aves;Procellariiformes
7847;14511;Puffinus yelkouan;Mediterranean Shearwater;Aves;Procellariiformes
7848;14517;Pulsatrix koeniswaldiana;Tawny-browed Owl;Aves;Strigiformes
7849;14518;Pulsatrix melanota;Band-bellied Owl;Aves;Strigiformes
7850;14519;Pulsatrix perspicillata;Spectacled Owl;Aves;Strigiformes
7851;14520;Puma concolor;Mountain Lion;Mammalia;Carnivora
7852;14529;Purnella albifrons;White-fronted Honeyeater;Aves;Passeriformes
7853;14530;Purpureicephalus spurius;Red-capped Parrot;Aves;Psittaciformes
7854;14534;Pycnogaster cucullata;Hooded Saddle Bush-cricket;Insecta;Orthoptera
7855;14542;Pycnonotus aurigaster;Sooty-headed Bulbul;Aves;Passeriformes
7856;14543;Pycnonotus barbatus;Common Bulbul;Aves;Passeriformes
7857;14544;Pycnonotus bimaculatus;Orange-spotted Bulbul;Aves;Passeriformes
7858;14545;Pycnonotus blanfordi;Ayeyarwady Bulbul;Aves;Passeriformes
7859;14546;Pycnonotus conradi;Streak-eared Bulbul;Aves;Passeriformes
7860;14547;Pycnonotus brunneus;Asian Red-eyed Bulbul;Aves;Passeriformes
7861;14548;Pycnonotus cafer;Red-vented Bulbul;Aves;Passeriformes
7862;14549;Pycnonotus capensis;Cape Bulbul;Aves;Passeriformes
7863;14550;Pycnonotus cinereifrons;Ashy-fronted Bulbul;Aves;Passeriformes
7864;14551;Rubigula dispar;Ruby-throated Bulbul;Aves;Passeriformes
7865;14553;Pycnonotus finlaysoni;Stripe-throated Bulbul;Aves;Passeriformes
7866;14554;Pycnonotus flavescens;Flavescent Bulbul;Aves;Passeriformes
7867;14555;Pycnonotus leucops;Pale-faced Bulbul;Aves;Passeriformes
7868;14556;Rubigula flaviventris;Black-crested Bulbul;Aves;Passeriformes
7869;14557;Pycnonotus goiavier;Yellow-vented Bulbul;Aves;Passeriformes
7870;14558;Rubigula gularis;Flame-throated Bulbul;Aves;Passeriformes
7871;14559;Pycnonotus jocosus;Red-whiskered Bulbul;Aves;Passeriformes
7872;14560;Pycnonotus leucogenys;Himalayan Bulbul;Aves;Passeriformes
7873;14561;Pycnonotus leucotis;White-eared Bulbul;Aves;Passeriformes
7874;14562;Pycnonotus luteolus;White-browed Bulbul;Aves;Passeriformes
7875;14563;Rubigula melanictera;Black-capped Bulbul;Aves;Passeriformes
7876;14565;Rubigula montis;Bornean Bulbul;Aves;Passeriformes
7877;14566;Pycnonotus nigricans;African Red-eyed Bulbul;Aves;Passeriformes
7878;14567;Pycnonotus penicillatus;Yellow-eared Bulbul;Aves;Passeriformes
7879;14568;Pycnonotus plumosus;Olive-winged Bulbul;Aves;Passeriformes
7880;14570;Pycnonotus simplex;Cream-vented Bulbul;Aves;Passeriformes
7881;14571;Pycnonotus sinensis;Light-vented Bulbul;Aves;Passeriformes
7882;14573;Pycnonotus taivanus;Styan's Bulbul;Aves;Passeriformes
7883;14576;Pycnonotus xantholaemus;Yellow-throated Bulbul;Aves;Passeriformes
7884;14577;Pycnonotus xanthopygos;White-spectacled Bulbul;Aves;Passeriformes
7885;14578;Pycnonotus xanthorrhous;Brown-breasted Bulbul;Aves;Passeriformes
7886;14579;Pycnonotus zeylanicus;Straw-headed Bulbul;Aves;Passeriformes
7887;14581;Pycnoptilus floccosus;Pilotbird;Aves;Passeriformes
7888;14582;Pycnopygius cinereus;Marbled Honeyeater;Aves;Passeriformes
7889;14584;Pycnopygius stictocephalus;Streak-headed Honeyeater;Aves;Passeriformes
7890;14585;Pygarrhichas albogularis;White-throated Treerunner;Aves;Passeriformes
7891;14587;Pygiptila stellaris;Spot-winged Antshrike;Aves;Passeriformes
7892;14588;Pygoscelis adeliae;Adelie Penguin;Aves;Sphenisciformes
7893;14589;Pygoscelis antarcticus;Chinstrap Penguin;Aves;Sphenisciformes
7894;14590;Pygoscelis papua;Gentoo Penguin;Aves;Sphenisciformes
7895;14593;Pyrenestes ostrinus;Black-bellied Seedcracker;Aves;Passeriformes
7896;14594;Pyrgilauda davidiana;Pere David's Snowfinch;Aves;Passeriformes
7897;14595;Pyrgilauda ruficollis;Rufous-necked Snowfinch;Aves;Passeriformes
7898;14598;Pyriglena atra;Fringe-backed Fire-eye;Aves;Passeriformes
7899;14599;Pyriglena leuconota;East Amazonian Fire-eye;Aves;Passeriformes
7900;14600;Pyriglena maura;Western Fire-eye;Aves;Passeriformes
7901;14601;Pyriglena leucoptera;White-shouldered Fire-eye;Aves;Passeriformes
7902;14602;Pyriglena similis;Tapajos Fire-eye;Aves;Passeriformes
7903;14603;Pyrocephalus nanus;Brujo Flycatcher;Aves;Passeriformes
7904;14604;Pyrocephalus rubinus;Vermilion Flycatcher;Aves;Passeriformes
7905;14606;Pyroderus scutatus;Red-ruffed Fruitcrow;Aves;Passeriformes
7906;14607;Pyrope pyrope;Fire-eyed Diucon;Aves;Passeriformes
7907;14609;Pyrrhocorax graculus;Alpine Chough;Aves;Passeriformes
7908;14610;Pyrrhocorax pyrrhocorax;Red-billed Chough;Aves;Passeriformes
7909;14611;Pyrrholaemus brunneus;Redthroat;Aves;Passeriformes
7910;14612;Pyrrholaemus sagittatus;Speckled Warbler;Aves;Passeriformes
7911;14613;Pyrrhomyias cinnamomeus;Cinnamon Flycatcher;Aves;Passeriformes
7912;14614;Pyrrhoplectes epauletta;Golden-naped Finch;Aves;Passeriformes
7913;14615;Pyrrhula aurantiaca;Orange Bullfinch;Aves;Passeriformes
7914;14616;Pyrrhula erythaca;Grey-headed Bullfinch;Aves;Passeriformes
7915;14617;Pyrrhula erythrocephala;Red-headed Bullfinch;Aves;Passeriformes
7916;14618;Pyrrhula leucogenis;White-cheeked Bullfinch;Aves;Passeriformes
7917;14619;Pyrrhula murina;Azores Bullfinch;Aves;Passeriformes
7918;14620;Pyrrhula nipalensis;Brown Bullfinch;Aves;Passeriformes
7919;14621;Pyrrhula owstoni;Taiwan Bullfinch;Aves;Passeriformes
7920;14622;Pyrrhula pyrrhula;Eurasian Bullfinch;Aves;Passeriformes
7921;14623;Pyrrhura albipectus;White-breasted Parakeet;Aves;Psittaciformes
7922;14624;Pyrrhura amazonum;Santarem Parakeet;Aves;Psittaciformes
7923;14625;Pyrrhura calliptera;Flame-winged Parakeet;Aves;Psittaciformes
7924;14626;Pyrrhura cruentata;Ochre-marked Parakeet;Aves;Psittaciformes
7925;14627;Pyrrhura devillei;Blaze-winged Parakeet;Aves;Psittaciformes
7926;14628;Pyrrhura egregia;Fiery-shouldered Parakeet;Aves;Psittaciformes
7927;14630;Pyrrhura leucotis;White-eared Parakeet;Aves;Psittaciformes
7928;14631;Pyrrhura frontalis;Maroon-bellied Parakeet;Aves;Psittaciformes
7929;14632;Pyrrhura griseipectus;Grey-breasted Parakeet;Aves;Psittaciformes
7930;14634;Pyrrhura hoffmanni;Sulphur-winged Parakeet;Aves;Psittaciformes
7931;14635;Pyrrhura lepida;Pearly Parakeet;Aves;Psittaciformes
7932;14636;Pyrrhura lucianii;Bonaparte's Parakeet;Aves;Psittaciformes
7933;14637;Pyrrhura picta;Painted Parakeet;Aves;Psittaciformes
7934;14638;Pyrrhura roseifrons;Rose-fronted Parakeet;Aves;Psittaciformes
7935;14639;Pyrrhura melanura;Maroon-tailed Parakeet;Aves;Psittaciformes
7936;14640;Pyrrhura molinae;Green-cheeked Parakeet;Aves;Psittaciformes
7937;14642;Pyrrhura perlata;Crimson-bellied Parakeet;Aves;Psittaciformes
7938;14643;Pyrrhura pfrimeri;Pfrimer's Parakeet;Aves;Psittaciformes
7939;14644;Pyrrhura rhodocephala;Rose-crowned Parakeet;Aves;Psittaciformes
7940;14645;Pyrrhura rupicola;Black-capped Parakeet;Aves;Psittaciformes
7941;14647;Pytilia afra;Orange-winged Pytilia;Aves;Passeriformes
7942;14649;Pytilia melba;Green-winged Pytilia;Aves;Passeriformes
7943;14654;Quechuavis decussata;Tschudi's Nightjar;Aves;Caprimulgiformes
7944;14656;Quelea cardinalis;Cardinal Quelea;Aves;Passeriformes
7945;14658;Quelea quelea;Red-billed Quelea;Aves;Passeriformes
7946;14666;Querula purpurata;Purple-throated Fruitcrow;Aves;Passeriformes
7947;14667;Quesada gigas;Giant Cicada;Insecta;Hemiptera
7948;14669;Quiscalus lugubris;Carib Grackle;Aves;Passeriformes
7949;14670;Quiscalus major;Boat-tailed Grackle;Aves;Passeriformes
7950;14671;Quiscalus mexicanus;Great-tailed Grackle;Aves;Passeriformes
7951;14672;Quiscalus nicaraguensis;Nicaraguan Grackle;Aves;Passeriformes
7952;14673;Quiscalus niger;Greater Antillean Grackle;Aves;Passeriformes
7953;14674;Quiscalus quiscula;Common Grackle;Aves;Passeriformes
7954;14677;Radjah radjah;Radjah Shelduck;Aves;Anseriformes
7955;14680;Rallicula forbesi;Forbes's Forest Rail;Aves;Gruiformes
7956;14683;Rallicula rubra;Chestnut Forest Rail;Aves;Gruiformes
7957;14684;Rallina canningi;Andaman Crake;Aves;Gruiformes
7958;14685;Rallina eurizonoides;Slaty-legged Crake;Aves;Gruiformes
7959;14686;Rallina fasciata;Red-legged Crake;Aves;Gruiformes
7960;14687;Rallina tricolor;Red-necked Crake;Aves;Gruiformes
7961;14688;Rallus aequatorialis;Ecuadorian Rail;Aves;Gruiformes
7962;14689;Rallus antarcticus;Austral Rail;Aves;Gruiformes
7963;14690;Rallus aquaticus;Water Rail;Aves;Gruiformes
7964;14691;Rallus caerulescens;African Rail;Aves;Gruiformes
7965;14692;Rallus crepitans;Clapper Rail;Aves;Gruiformes
7966;14693;Rallus elegans;King Rail;Aves;Gruiformes
7967;14694;Rallus indicus;Brown-cheeked Rail;Aves;Gruiformes
7968;14695;Rallus limicola;Virginia Rail;Aves;Gruiformes
7969;14696;Rallus longirostris;Mangrove Rail;Aves;Gruiformes
7970;14697;Rallus madagascariensis;Madagascar Rail;Aves;Gruiformes
7971;14698;Rallus obsoletus;Ridgway's Rail;Aves;Gruiformes
7972;14699;Rallus semiplumbeus;Bogota Rail;Aves;Gruiformes
7973;14700;Rallus tenuirostris;Aztec Rail;Aves;Gruiformes
7974;14706;Ramphastos ambiguus;Yellow-throated Toucan;Aves;Piciformes
7975;14708;Ramphastos brevis;Choco Toucan;Aves;Piciformes
7976;14710;Ramphastos dicolorus;Red-breasted Toucan;Aves;Piciformes
7977;14711;Ramphastos sulfuratus;Keel-billed Toucan;Aves;Piciformes
7978;14712;Ramphastos toco;Toco Toucan;Aves;Piciformes
7979;14713;Ramphastos tucanus;White-throated Toucan;Aves;Piciformes
7980;14714;Ramphastos vitellinus;Channel-billed Toucan;Aves;Piciformes
7981;14715;Ramphocaenus melanurus;Trilling Gnatwren;Aves;Passeriformes
7982;14716;Ramphocaenus sticturus;Chattering Gnatwren;Aves;Passeriformes
7983;14717;Ramphocelus bresilius;Brazilian Tanager;Aves;Passeriformes
7984;14719;Ramphocelus carbo;Silver-beaked Tanager;Aves;Passeriformes
7985;14720;Ramphocelus dimidiatus;Crimson-backed Tanager;Aves;Passeriformes
7986;14721;Ramphocelus flammigerus;Flame-rumped Tanager;Aves;Passeriformes
7987;14723;Ramphocelus melanogaster;Huallaga Tanager;Aves;Passeriformes
7988;14724;Ramphocelus nigrogularis;Masked Crimson Tanager;Aves;Passeriformes
7989;14725;Ramphocelus passerinii;Scarlet-rumped Tanager;Aves;Passeriformes
7990;14726;Ramphocelus sanguinolentus;Crimson-collared Tanager;Aves;Passeriformes
7991;14729;Ramphocoris clotbey;Thick-billed Lark;Aves;Passeriformes
7992;14730;Ramphodon naevius;Saw-billed Hermit;Aves;Apodiformes
7993;14732;Ramphomicron microrhynchum;Purple-backed Thornbill;Aves;Apodiformes
7994;14733;Ramphotrigon fuscicauda;Dusky-tailed Flatbill;Aves;Passeriformes
7995;14734;Ramphotrigon megacephalum;Large-headed Flatbill;Aves;Passeriformes
7996;14735;Ramphotrigon ruficauda;Rufous-tailed Flatbill;Aves;Passeriformes
7997;14736;Ramsayornis fasciatus;Bar-breasted Honeyeater;Aves;Passeriformes
7998;14737;Ramsayornis modestus;Brown-backed Honeyeater;Aves;Passeriformes
7999;14739;Rana arvalis;Moor Frog;Amphibia;Anura
8000;14742;Rana aurora;Northern Red-legged Frog;Amphibia;Anura
8001;14745;Rana dalmatina;Agile Frog;Amphibia;Anura
8002;14754;Rana temporaria;European Common Frog;Amphibia;Anura
8003;14758;Randia pseudozosterops;Rand's Warbler;Aves;Passeriformes
8004;14759;Rangifer tarandus;Caribou;Mammalia;Artiodactyla
8005;14766;Ranoidea aurea;Green-and-Golden Bell Frog;Amphibia;Anura
8006;14772;Pelodryas caerulea;Green Tree Frog;Amphibia;Anura
8007;14773;Chlorohyla chloris;Red-eyed Tree Frog;Amphibia;Anura
8008;14774;Dryopsophus citropa;Blue Mountains Tree Frog;Amphibia;Anura
8009;14786;Ranoidea moorei;Motorbike Frog;Amphibia;Anura
8010;14788;Dryopsophus nudidigitus;Narrow-fringed Frog;Amphibia;Anura
8011;14789;Dryopsophus pearsonianus;Cascade Tree Frog;Amphibia;Anura
8012;14790;Dryopsophus phyllochrous;Leaf Green Tree Frog;Amphibia;Anura
8013;14791;Ranoidea raniformis;Southern Bell Frog;Amphibia;Anura
8014;14811;Rattus norvegicus;Brown Rat;Mammalia;Rodentia
8015;14812;Ratufa affinis;Pale Giant Squirrel;Mammalia;Rodentia
8016;14813;Ratufa bicolor;Black Giant Squirrel;Mammalia;Rodentia
8017;14814;Ratufa indica;Indian Giant Squirrel;Mammalia;Rodentia
8018;14817;Rauenia bonariensis;Blue-and-yellow Tanager;Aves;Passeriformes
8019;14818;Recurvirostra americana;American Avocet;Aves;Charadriiformes
8020;14819;Recurvirostra andina;Andean Avocet;Aves;Charadriiformes
8021;14820;Recurvirostra avosetta;Pied Avocet;Aves;Charadriiformes
8022;14821;Recurvirostra novaehollandiae;Red-necked Avocet;Aves;Charadriiformes
8023;14825;Regulus goodfellowi;Flamecrest;Aves;Passeriformes
8024;14826;Regulus ignicapilla;Common Firecrest;Aves;Passeriformes
8025;14827;Regulus madeirensis;Madeira Firecrest;Aves;Passeriformes
8026;14828;Regulus regulus;Goldcrest;Aves;Passeriformes
8027;14829;Regulus satrapa;Golden-crowned Kinglet;Aves;Passeriformes
8028;14830;Reinwardtoena browni;Pied Cuckoo-Dove;Aves;Columbiformes
8029;14831;Reinwardtoena crassirostris;Crested Cuckoo-Dove;Aves;Columbiformes
8030;14832;Reinwardtoena reinwardti;Great Cuckoo-Dove;Aves;Columbiformes
